,Level of study?,Age?,Used smartphone/computer/laptop previously before online class?,Result increased after online education  (comparatively)?,Knowledge increased after online education (comparatively)?,Happy with online education?,Education Institute Area?,Have Internet availability?,Broadband / Mobile Internet?,Total hours of study before online education?,Total hours of study after online education?,Class performance increased in online education?,Institute Type,Current location (During Study) ?,Gender,Faced any issue with online class?,Preferred device for an online course
1916,0,26.0,1,0,0,0,1,0,1,5,3,1,1,0,0,1,0
1920,0,26.0,1,1,0,0,0,0,1,3,4,1,0,0,0,1,1
1922,0,25.0,1,0,1,1,1,0,1,3,3,1,0,0,0,1,1
1923,0,26.0,1,1,0,1,1,0,0,5,3,0,1,0,1,1,0
1924,1,21.0,1,1,0,0,1,1,1,5,3,1,1,0,1,1,1
1925,0,25.0,1,0,1,1,0,0,0,6,3,1,1,0,1,1,1
1928,1,24.0,1,0,0,0,1,0,1,5,4,0,0,1,1,1,0
1930,0,25.0,1,0,0,1,1,0,0,5,3,1,0,0,0,1,0
1931,1,22.0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,1
1932,0,25.0,1,1,0,0,1,1,0,5,4,0,0,1,0,1,0
1933,1,21.0,1,1,0,0,1,0,1,4,4,0,0,1,1,1,0
1934,0,25.0,1,0,0,0,1,0,1,4,4,1,0,0,1,1,1
1937,0,24.0,1,1,0,0,0,0,0,4,2,0,0,1,1,0,0
1942,0,26.0,1,0,1,1,0,0,1,5,3,0,0,1,1,1,0
1943,0,22.0,0,1,0,0,1,0,0,6,4,0,0,1,1,1,1
1944,0,22.0,1,0,0,0,0,0,1,6,2,1,0,1,1,0,0
1945,0,22.0,1,1,0,0,1,1,0,3,3,1,0,1,0,0,0
1947,1,24.0,1,0,1,1,1,0,0,4,2,0,0,1,1,0,0
1948,0,22.0,1,1,0,0,1,1,1,5,4,1,1,1,1,1,0
1950,1,25.0,0,0,0,0,1,0,0,5,3,1,1,1,1,0,1
1951,1,20.0,1,0,0,0,1,0,1,6,2,0,0,0,0,0,1
1952,0,26.0,1,1,0,0,1,1,1,5,3,0,0,1,0,1,1
1953,1,21.0,1,1,0,1,1,0,0,6,4,0,0,0,1,0,1
1954,1,21.0,1,0,0,0,1,0,0,5,3,0,0,0,1,1,1
1955,0,25.0,1,1,0,0,0,1,0,5,3,1,0,1,1,1,1
1956,0,26.0,1,1,0,0,0,0,1,6,2,1,0,1,1,1,0
1957,0,21.0,1,0,0,0,0,0,1,6,3,0,1,0,1,1,0
1960,1,25.0,1,0,1,0,1,0,1,4,3,1,0,1,1,0,1
1961,0,25.0,1,1,0,0,0,1,1,4,2,1,1,0,0,0,0
1963,0,22.0,1,0,0,1,1,0,1,6,3,0,1,0,0,1,0
1964,0,25.0,1,1,0,1,1,1,0,3,3,1,0,1,1,1,0
1965,0,24.0,1,1,0,0,1,0,1,6,3,1,1,1,1,1,1
1966,0,26.0,1,1,0,1,0,0,1,5,4,0,1,1,1,0,0
1970,0,23.0,1,1,0,0,1,0,1,5,3,1,1,0,0,1,0
1971,1,21.0,1,0,1,1,1,0,0,4,3,0,1,0,0,0,0
1972,0,24.0,1,1,0,0,1,1,1,4,3,0,0,0,1,0,0
1976,1,21.0,1,1,0,1,1,0,1,6,3,1,0,1,1,0,0
1978,0,22.0,0,0,1,0,1,0,1,5,4,1,0,1,0,1,0
1979,1,18.0,0,1,0,0,1,1,1,4,2,1,1,1,0,0,0
1980,1,22.0,0,0,1,0,1,0,1,4,3,1,0,0,1,0,1
1981,0,21.0,1,0,0,0,0,0,1,5,3,0,0,1,0,0,0
1982,1,19.0,1,0,0,1,1,0,1,6,4,1,0,1,1,0,0
1984,0,26.0,1,0,1,0,1,0,0,6,3,1,1,0,1,1,0
1986,0,22.0,1,0,0,1,1,0,0,5,3,1,1,1,0,1,0
1988,1,21.0,1,1,0,0,1,0,1,4,3,1,1,0,0,1,0
1989,0,26.0,1,0,0,1,0,0,0,5,4,0,0,1,0,1,0
1990,0,25.0,1,1,0,0,1,1,0,4,4,0,0,1,0,0,1
1991,0,24.0,1,1,0,0,1,0,0,5,4,0,0,1,1,1,0
1992,0,24.0,1,1,0,0,1,0,1,4,3,0,0,0,0,1,1
1995,1,26.0,1,0,1,1,0,0,1,6,2,0,0,1,1,1,0
1997,0,22.0,1,0,0,0,1,0,0,5,4,0,0,1,0,1,0
1998,0,22.0,0,1,0,0,1,1,0,5,4,0,1,0,0,1,0
2000,1,22.0,1,0,0,1,1,0,1,4,3,1,1,1,1,1,0
2001,1,23.0,1,1,0,1,1,1,0,6,3,0,1,1,0,1,0
2003,1,23.0,1,1,0,0,1,1,0,5,3,0,0,1,0,1,0
2004,0,24.0,1,1,0,1,0,1,1,4,2,1,0,1,1,0,1
2005,1,24.0,1,1,0,0,1,0,1,6,2,0,0,0,1,1,0
2006,0,23.0,1,1,0,0,1,1,1,4,3,1,0,0,1,1,1
2008,1,18.0,1,1,0,0,1,1,0,5,3,0,0,0,1,1,1
2009,1,20.0,1,1,0,0,1,0,0,4,3,0,1,0,0,0,1
2010,0,23.0,1,1,0,0,0,0,0,4,3,0,0,1,1,0,0
2013,1,22.0,0,0,0,0,1,0,1,5,3,1,1,0,0,1,1
2014,1,18.0,1,0,0,0,1,0,0,5,3,1,0,1,0,0,0
2015,0,24.0,1,1,0,1,1,0,1,6,2,1,0,1,1,0,0
2016,0,24.0,1,1,0,0,1,0,0,3,4,0,0,1,1,1,0
2017,0,24.0,1,1,0,0,1,1,0,3,4,0,1,1,0,0,1
2019,1,22.0,1,0,0,1,1,0,1,3,4,1,1,0,1,1,0
2020,0,23.0,1,1,0,0,1,1,0,5,4,0,1,0,1,1,0
2021,0,23.0,0,0,0,0,1,0,0,6,2,1,0,0,1,1,0
2022,0,25.0,1,0,0,1,1,0,1,3,3,0,1,1,0,1,1
2032,0,23.0,1,0,0,0,1,0,0,5,3,0,0,1,0,1,0
2034,0,25.0,1,1,0,0,0,1,1,5,3,0,0,0,1,0,0
2035,0,24.0,1,1,0,1,1,1,1,5,2,1,1,0,0,0,0
2036,0,25.0,1,1,0,0,1,1,0,5,2,0,0,0,1,1,0
2038,1,24.0,0,0,1,0,1,0,1,4,2,1,0,0,1,0,1
2040,0,24.0,1,1,0,1,1,1,1,4,4,1,0,1,1,1,0
2042,0,24.0,1,0,0,1,1,0,1,4,2,1,0,0,0,0,1
2043,0,26.0,1,1,0,1,0,1,1,5,4,0,0,0,1,1,1
2044,0,23.0,1,0,0,0,0,0,1,5,2,0,0,1,0,1,0
2045,0,23.0,1,1,0,0,1,0,0,3,2,1,1,1,1,1,1
2046,0,24.0,1,0,0,1,1,0,0,5,3,1,0,0,0,1,0
2047,0,24.0,1,1,0,0,1,1,1,6,3,1,0,0,1,1,0
2049,0,22.0,1,0,1,1,1,0,1,6,3,1,1,0,1,1,0
2050,0,23.0,1,1,0,0,1,1,1,4,4,1,0,0,1,1,0
2051,1,21.0,1,1,0,0,1,1,1,4,2,1,0,1,1,0,1
2052,0,24.0,1,0,1,0,1,0,1,4,4,1,0,1,1,0,1
2053,0,23.0,0,0,1,0,1,0,1,4,3,1,0,1,1,0,1
2054,1,18.0,0,1,0,0,1,1,0,4,2,0,1,1,1,0,0
2055,1,21.0,1,0,0,0,1,0,1,6,3,1,1,0,0,1,1
2056,1,21.0,1,0,0,1,0,0,0,4,3,1,0,0,0,1,0
2060,0,24.0,1,0,0,0,1,0,1,5,3,1,1,1,1,0,0
2061,0,25.0,1,0,1,0,1,0,0,5,2,1,1,1,0,1,1
2064,0,26.0,0,0,0,0,1,0,1,5,3,0,0,0,1,1,0
2065,0,25.0,1,1,0,0,1,1,0,4,3,0,1,0,1,0,0
2067,0,24.0,1,1,0,1,1,1,0,3,3,1,1,0,1,0,0
2070,0,21.0,0,0,0,0,0,0,1,6,3,1,0,1,1,1,1
2072,0,22.0,1,0,0,1,0,0,1,4,4,0,0,1,1,1,1
2073,0,22.0,0,1,0,1,1,1,1,4,3,0,0,0,1,1,1
2074,1,22.0,1,0,1,0,1,0,0,3,2,0,1,0,0,0,0
2075,0,23.0,1,0,1,1,1,0,0,5,3,1,0,1,1,1,0
2076,1,23.0,1,1,0,0,1,1,1,6,3,0,0,1,1,1,0
2077,1,22.0,1,0,0,0,1,0,0,4,3,0,0,0,1,1,1
2078,1,23.0,1,1,0,0,1,1,1,3,4,1,0,1,1,1,0
2079,0,24.0,1,1,0,0,1,1,0,6,3,0,0,0,1,1,0
2081,0,23.0,1,1,0,0,1,1,0,4,3,1,0,0,0,1,0
2082,1,25.0,0,1,0,1,0,1,0,3,4,0,0,1,0,1,1
2083,1,18.0,1,1,0,0,1,1,0,3,3,0,0,0,1,0,1
2084,1,20.0,1,1,0,0,0,0,0,4,2,1,0,0,0,0,0
2086,0,23.0,1,1,0,0,1,1,1,3,2,0,1,1,1,1,0
2088,0,22.0,0,0,1,1,1,0,0,6,4,1,1,1,0,0,0
2089,0,26.0,1,0,1,0,1,0,1,6,4,1,1,0,0,0,0
2090,0,24.0,1,1,0,0,1,1,1,4,3,0,0,1,1,0,1
2091,0,24.0,1,1,0,0,1,1,0,5,3,1,0,1,1,0,0
2092,0,24.0,1,1,0,0,0,1,1,3,4,0,0,0,1,1,0
2093,0,21.0,1,0,0,1,1,0,1,4,4,1,1,1,0,0,0
2094,0,24.0,1,0,1,1,1,0,0,4,3,0,1,1,1,1,0
2095,0,25.0,1,1,0,0,0,1,0,5,4,1,0,0,1,1,0
2096,1,21.0,1,1,0,1,0,1,1,4,3,0,1,1,0,0,0
2099,0,24.0,1,1,0,0,0,1,1,4,3,1,0,0,0,0,0
2101,0,23.0,0,0,0,1,1,0,0,5,2,0,0,1,0,1,1
2102,0,26.0,1,1,0,0,1,1,0,6,2,1,0,0,1,1,0
2103,0,21.0,1,0,0,0,1,0,1,3,3,0,0,1,1,0,0
2104,0,23.0,1,1,0,0,1,1,0,5,4,0,1,0,1,1,1
2105,0,24.0,1,0,0,0,0,0,0,5,4,0,0,1,1,1,1
2107,1,26.0,1,0,1,0,1,0,0,5,2,1,1,1,0,1,1
2109,0,23.0,1,1,0,1,1,1,0,4,3,1,0,0,1,1,1
2112,1,18.0,1,0,1,0,1,0,1,3,4,0,1,1,0,1,0
2113,1,18.0,0,1,0,0,1,1,1,3,4,0,1,0,0,1,0
2114,1,18.0,1,0,0,1,0,0,0,6,3,0,0,0,0,1,1
2115,1,25.0,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0
2116,0,26.0,1,0,0,0,1,0,0,4,2,1,0,1,1,1,0
2118,1,24.0,1,0,1,0,1,0,1,6,4,0,0,0,0,1,0
2119,0,26.0,1,0,0,0,1,0,1,5,4,0,0,1,0,1,0
2120,1,26.0,1,0,0,1,1,0,1,3,4,0,0,0,0,1,0
2121,0,25.0,1,1,0,0,1,1,1,3,2,0,0,0,1,0,0
2123,0,22.0,1,0,0,0,1,0,1,5,3,1,0,1,0,1,1
2124,0,25.0,1,1,0,1,0,0,1,4,3,0,0,1,1,0,1
2125,0,24.0,1,1,0,0,1,1,0,6,2,0,1,0,1,0,0
2126,0,24.0,1,1,0,1,1,1,0,4,3,0,0,1,0,1,0
2127,1,22.0,1,1,0,1,1,1,1,6,3,0,0,1,1,0,1
2131,0,21.0,0,0,1,1,1,0,0,5,3,1,0,0,1,1,0
2133,1,22.0,1,0,0,1,1,0,0,3,3,0,1,0,1,1,0
2135,1,23.0,1,1,0,0,0,1,0,4,3,1,0,1,1,0,0
2137,1,23.0,1,1,0,0,1,1,1,5,2,0,0,0,1,1,0
2138,0,24.0,1,1,0,1,1,1,1,5,2,1,0,1,1,1,1
2139,1,24.0,1,1,0,0,1,1,1,5,3,1,0,1,0,1,1
2140,0,23.0,1,1,0,0,1,1,1,4,2,1,0,0,0,1,0
2141,1,25.0,0,1,0,0,1,0,1,4,3,0,0,1,0,1,1
2142,1,18.0,1,1,0,0,1,1,1,5,3,0,0,0,0,0,1
2144,0,23.0,1,1,0,1,1,1,0,6,2,0,0,0,1,0,1
2148,0,22.0,1,0,1,0,1,0,1,3,3,1,0,1,1,1,1
2149,0,24.0,1,1,0,0,1,1,0,4,3,1,1,1,1,1,1
2150,0,24.0,1,1,0,1,0,1,0,4,3,1,0,0,1,1,0
2151,0,24.0,1,1,0,0,1,1,0,3,3,1,1,0,1,1,1
2153,0,24.0,1,0,1,0,0,0,1,4,2,1,0,1,0,0,0
2155,0,23.0,1,0,0,1,1,0,0,5,2,0,0,1,1,0,0
2157,1,23.0,1,0,0,1,1,0,0,6,4,0,0,0,1,1,0
2158,0,23.0,1,1,0,1,1,0,1,6,3,0,0,0,1,1,0
2164,0,24.0,1,1,0,0,1,1,0,3,4,1,0,1,0,0,0
2165,0,25.0,0,0,0,0,0,0,1,5,4,0,1,0,1,1,0
2168,0,25.0,1,1,0,1,0,0,1,6,4,1,0,1,0,1,1
2169,0,24.0,1,1,0,0,1,0,0,5,4,1,0,1,1,1,0
2170,0,25.0,1,1,0,1,1,1,0,4,4,1,0,1,0,1,0
2172,0,26.0,1,0,1,1,1,0,0,5,3,1,0,1,0,0,0
2173,0,25.0,1,1,0,0,1,1,1,6,4,1,1,1,0,0,0
2174,0,24.0,1,1,0,1,1,1,1,5,4,0,0,1,0,1,1
2175,0,26.0,1,1,0,0,0,1,1,5,3,1,1,0,1,1,0
2177,0,26.0,1,1,0,0,1,0,0,3,3,0,0,1,0,1,1
2178,0,26.0,1,0,1,1,1,0,0,4,3,0,0,1,0,0,0
2179,0,23.0,1,1,0,1,0,1,1,4,4,0,0,0,0,0,0
2180,0,24.0,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0
2181,0,24.0,1,1,0,0,1,1,1,4,3,0,1,1,0,0,0
2182,1,22.0,1,1,0,0,0,1,0,5,4,1,1,1,1,1,0
2183,0,26.0,1,1,0,0,1,0,0,4,4,1,0,1,0,1,0
2184,1,24.0,1,0,0,0,1,0,1,6,3,1,0,1,1,0,1
2185,0,24.0,1,1,0,0,1,0,0,4,3,0,0,1,1,0,0
2187,0,25.0,1,1,0,0,1,1,0,6,4,1,1,0,1,1,0
2190,1,21.0,1,1,0,0,1,1,1,4,3,1,0,1,0,0,0
2191,0,26.0,1,1,0,0,1,1,1,6,3,0,0,1,1,0,0
2192,1,21.0,1,1,0,1,1,1,0,4,3,1,0,1,1,0,1
2193,0,24.0,1,1,0,1,0,1,1,3,2,1,1,1,0,0,1
2194,1,20.0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,1
2197,0,22.0,1,0,1,0,0,0,0,5,2,1,1,1,0,0,0
2198,0,26.0,1,1,0,0,0,1,0,5,3,1,0,1,1,0,0
2199,1,21.0,1,1,0,0,0,1,1,5,2,0,0,0,1,0,0
2201,0,25.0,1,1,0,1,0,1,0,3,3,0,0,0,0,1,1
2203,0,21.0,1,0,0,0,1,0,1,4,3,1,1,0,1,0,0
2208,1,21.0,1,1,0,1,1,1,1,4,2,0,0,0,1,1,0
2209,1,20.0,1,0,0,1,1,0,0,3,3,0,0,0,0,1,0
2211,0,24.0,1,1,0,1,1,0,1,5,3,1,0,0,1,1,0
2212,0,24.0,1,1,0,0,0,0,1,3,3,0,1,1,1,1,0
2213,1,22.0,1,1,0,1,1,1,0,3,3,0,0,1,1,1,1
2214,0,21.0,1,1,0,1,1,0,1,3,2,1,0,0,0,1,1
2215,1,20.0,1,0,0,1,1,0,1,4,2,1,0,1,1,1,0
2217,0,21.0,1,0,1,0,1,0,0,3,3,0,1,1,0,1,0
2218,0,22.0,0,1,0,1,1,1,1,6,2,1,0,1,1,1,0
2222,1,24.0,1,0,0,0,1,0,1,5,3,0,1,0,1,1,0
2223,0,22.0,1,1,0,1,1,1,1,4,4,1,1,0,1,1,0
2225,0,23.0,1,0,1,0,0,0,0,5,4,1,1,1,1,0,1
2226,0,24.0,1,0,0,0,1,0,0,3,4,1,0,0,0,1,0
2227,0,26.0,1,1,0,1,1,1,1,5,2,1,0,1,0,1,0
2228,1,21.0,1,1,0,0,1,0,0,5,3,0,1,1,1,1,1
2229,0,22.0,1,0,0,1,0,0,0,6,2,0,0,0,1,0,0
2230,0,25.0,1,1,0,0,1,1,0,5,3,1,1,1,1,0,0
2231,0,26.0,1,1,0,0,1,1,0,3,4,0,1,1,1,1,1
2232,1,22.0,0,0,1,0,0,0,1,5,3,0,0,1,1,0,0
2233,0,24.0,1,0,0,1,0,0,0,6,3,1,1,0,1,1,0
2234,0,25.0,1,0,0,0,1,0,0,4,3,0,0,0,0,1,0
2236,0,25.0,1,1,0,0,1,0,1,4,2,1,0,1,0,1,0
2240,0,24.0,1,1,0,1,1,1,1,4,2,1,0,0,0,0,0
2241,0,26.0,1,1,0,0,1,1,1,4,3,0,1,1,1,1,1
2242,1,20.0,1,0,0,1,1,0,1,6,2,0,0,1,0,1,1
2244,0,23.0,1,0,0,0,1,0,1,5,4,0,1,1,1,1,0
2246,0,22.0,1,0,0,0,1,0,0,3,3,1,1,1,0,1,0
2249,0,21.0,1,0,1,1,1,0,0,4,3,1,0,0,1,0,0
2250,0,23.0,1,1,0,1,1,1,0,5,2,1,0,1,0,1,0
2254,1,18.0,0,1,0,0,0,1,1,5,3,1,0,0,1,1,1
2256,0,21.0,1,0,0,0,1,0,1,3,3,1,0,0,0,0,0
2259,1,21.0,1,0,1,1,1,0,1,4,2,0,0,1,0,1,0
2260,1,21.0,1,1,0,0,1,0,1,6,2,0,0,0,1,1,1
2263,0,26.0,1,1,0,0,1,1,1,6,3,1,0,0,0,0,0
2264,0,21.0,1,0,1,0,1,0,1,5,2,1,0,1,0,0,0
2265,0,23.0,1,0,0,1,0,0,1,5,4,1,0,0,1,1,0
2266,0,26.0,1,1,0,1,0,0,1,4,2,0,0,1,0,1,0
2267,1,21.0,1,1,0,0,1,1,0,5,3,1,1,1,0,0,0
2268,0,21.0,1,0,0,1,1,0,1,3,4,0,0,1,1,1,0
2270,0,26.0,1,1,0,1,1,0,0,6,3,0,0,1,0,1,0
2271,1,24.0,0,0,1,0,1,0,0,4,3,1,1,1,1,1,0
2275,0,25.0,1,1,0,0,0,0,1,5,4,0,1,0,1,1,0
2277,1,24.0,1,0,1,1,1,0,1,4,3,1,1,1,1,1,1
2279,0,24.0,1,1,0,0,1,1,0,5,3,0,0,1,1,1,0
2280,0,24.0,1,1,0,0,1,1,0,5,2,1,0,1,1,0,0
2281,1,22.0,1,1,0,1,1,0,1,3,2,0,1,1,0,0,0
2282,0,21.0,1,1,0,1,1,1,0,4,3,0,1,1,1,0,1
2283,0,26.0,1,0,0,1,0,0,0,6,3,1,1,0,0,1,0
2285,1,22.0,1,0,1,0,1,0,0,5,4,0,1,0,0,0,0
2286,0,22.0,0,1,0,0,0,0,1,4,2,0,1,1,0,1,1
2287,0,24.0,1,0,1,0,1,0,1,4,2,1,0,0,0,1,0
2289,0,24.0,1,0,0,0,1,0,1,5,3,0,0,1,0,1,0
2290,0,21.0,1,0,1,1,1,0,0,5,3,0,0,0,0,1,0
2291,0,22.0,1,1,0,1,1,0,1,6,3,1,0,1,0,1,0
2292,0,22.0,1,1,0,0,0,0,0,4,3,0,0,1,0,1,0
2293,1,22.0,1,0,1,0,1,0,0,5,3,0,0,1,0,0,0
2294,0,21.0,1,0,0,0,1,0,1,5,2,0,0,1,1,1,0
2295,0,26.0,1,1,0,1,0,0,1,6,2,0,0,1,1,1,0
2296,1,21.0,1,1,0,0,1,0,0,4,2,1,0,0,0,1,0
2303,1,18.0,1,0,0,0,0,0,1,6,3,0,1,1,0,1,0
2304,0,25.0,1,1,0,0,1,0,1,4,3,0,1,1,1,1,1
2305,1,21.0,1,1,0,0,1,1,0,3,4,1,0,1,1,1,0
2306,1,22.0,0,0,1,0,1,0,0,5,2,0,0,1,1,1,0
2307,0,25.0,1,1,0,0,1,0,1,4,2,1,0,1,0,0,0
2308,0,24.0,1,1,0,1,1,1,0,4,4,1,1,1,1,1,1
2311,0,26.0,1,1,0,0,1,1,1,3,2,1,0,1,1,1,0
2312,0,23.0,1,0,1,0,1,0,0,6,2,0,0,0,1,1,0
2313,0,23.0,1,1,0,1,1,0,0,3,4,0,0,0,0,1,1
2314,0,22.0,1,0,0,0,1,0,0,6,3,0,0,0,1,1,1
2315,0,24.0,1,1,0,0,0,1,0,5,4,1,0,0,0,0,0
2316,0,25.0,1,0,1,0,1,0,1,5,3,1,0,0,1,1,1
2318,0,23.0,1,1,0,0,0,1,1,5,3,1,0,1,0,0,0
2319,1,21.0,1,1,0,0,1,1,0,6,4,0,0,0,0,0,0
2322,0,26.0,1,1,0,1,0,1,0,4,3,0,0,1,0,0,0
2325,0,23.0,1,0,1,0,1,0,1,4,3,0,0,0,1,1,1
2326,1,24.0,1,0,1,1,1,0,1,4,3,0,0,1,1,1,1
2327,0,25.0,1,0,0,0,1,0,1,4,4,0,0,0,0,1,0
2329,0,24.0,0,0,0,1,1,0,0,5,3,0,0,1,0,0,1
2330,1,23.0,1,1,0,1,1,0,0,4,3,1,0,1,1,1,1
2331,0,23.0,1,0,0,0,0,0,0,3,4,1,1,0,1,0,1
2332,1,23.0,1,1,0,0,1,0,0,4,4,1,1,1,0,0,1
2335,0,23.0,1,1,0,0,0,1,0,5,2,0,0,1,0,1,1
2336,1,25.0,0,1,0,0,1,1,1,5,3,0,0,1,1,1,1
2337,1,18.0,1,1,0,0,1,1,0,6,4,0,0,1,1,0,0
2338,1,20.0,1,1,0,0,1,1,1,5,4,0,1,0,1,0,0
2339,0,23.0,1,1,0,1,1,1,0,5,2,1,1,1,0,1,0
2340,0,23.0,1,1,0,0,1,1,1,3,2,1,0,1,0,0,0
2341,1,19.0,1,1,0,1,1,1,1,5,3,0,0,0,1,0,0
2343,1,22.0,0,0,0,0,1,0,0,4,2,1,0,1,1,1,0
2345,0,24.0,1,1,0,0,1,1,0,6,4,0,1,1,0,1,0
2347,0,25.0,1,0,0,1,1,0,1,4,3,1,0,1,0,1,0
2350,1,24.0,1,0,0,0,0,0,1,3,4,0,0,0,1,1,0
2352,0,25.0,1,0,0,0,0,0,0,6,3,0,1,0,1,1,0
2358,1,18.0,1,1,0,0,1,0,0,4,3,0,1,0,0,1,1
2359,0,24.0,1,1,0,0,0,1,1,5,4,0,0,1,1,1,0
2360,0,24.0,0,0,1,1,1,0,0,3,3,1,1,1,1,0,1
2363,0,25.0,1,1,0,0,1,1,1,4,4,0,0,1,1,1,0
2364,0,24.0,1,1,0,1,1,0,0,4,3,0,0,0,1,1,1
2366,1,18.0,1,0,0,0,1,0,0,4,4,1,0,0,1,1,0
2368,0,23.0,1,1,0,1,1,1,0,5,2,0,0,1,0,1,0
2369,0,24.0,0,1,0,0,1,0,1,5,2,0,0,0,1,1,0
2371,0,23.0,0,0,0,0,1,0,0,4,4,1,0,0,0,1,1
2372,1,19.0,1,1,0,1,1,0,1,4,3,0,1,0,1,1,0
2373,0,25.0,1,1,0,0,1,1,1,4,3,0,0,1,1,1,0
2374,0,26.0,1,1,0,0,0,1,1,3,2,1,0,0,1,0,0
2376,0,22.0,1,1,0,1,1,1,1,4,2,0,1,0,0,0,0
2377,1,18.0,1,0,1,0,1,0,1,5,3,1,0,1,0,0,0
2378,0,24.0,1,0,0,0,1,0,1,3,3,1,0,1,1,1,1
2379,1,22.0,1,1,0,1,0,1,0,6,2,0,0,1,0,1,0
2380,0,26.0,1,1,0,0,0,1,1,5,2,1,1,1,1,1,0
2381,1,22.0,1,0,0,0,1,0,0,6,3,1,1,1,0,1,0
2383,0,26.0,1,1,0,0,1,1,0,6,4,0,0,0,0,1,1
2385,0,26.0,1,1,0,1,1,0,0,6,4,1,1,0,0,0,0
2386,0,24.0,1,1,0,0,1,1,0,5,3,0,0,1,0,0,1
2387,1,21.0,1,1,0,1,1,1,0,3,2,1,0,0,1,1,0
2388,0,26.0,1,1,0,0,1,1,0,5,3,0,1,0,0,1,1
2389,1,21.0,1,1,0,1,1,0,1,4,3,1,0,1,0,1,1
2390,0,24.0,1,1,0,0,1,0,0,3,3,0,1,1,0,0,0
2391,0,23.0,1,0,1,0,0,0,1,6,3,1,0,1,0,0,0
2393,1,22.0,0,0,0,0,1,0,0,5,4,0,0,1,0,1,1
2395,0,26.0,1,1,0,0,0,0,0,3,2,0,1,0,1,1,0
2396,1,21.0,1,1,0,0,1,1,0,5,3,1,0,1,0,0,0
2398,0,25.0,1,1,0,0,1,1,0,5,3,1,0,0,1,0,1
2399,0,26.0,1,1,0,1,1,1,0,4,3,1,0,1,0,0,0
2400,0,23.0,1,0,0,1,1,0,1,5,3,0,1,1,1,1,0
2401,0,21.0,1,0,1,1,1,0,1,3,4,1,0,1,1,1,0
2404,0,25.0,1,1,0,1,0,0,1,6,3,0,0,0,0,1,1
2405,1,21.0,1,1,0,1,1,0,1,4,3,1,1,1,1,1,0
2406,0,23.0,1,0,0,1,1,0,1,4,4,1,0,0,1,1,1
2407,0,25.0,1,1,0,1,1,1,0,3,2,1,1,1,1,0,0
2408,0,24.0,1,1,0,1,1,0,1,3,2,0,1,1,0,1,1
2409,0,24.0,1,1,0,0,0,1,0,5,2,0,1,0,1,1,1
2415,0,22.0,0,1,0,0,1,0,0,4,2,1,1,1,1,0,1
2416,0,21.0,1,0,1,0,1,0,1,5,2,0,1,0,1,1,1
2421,0,22.0,1,1,0,0,1,0,1,4,3,0,0,1,1,0,1
2422,0,23.0,1,0,0,1,1,0,1,4,4,1,1,1,1,1,1
2424,0,26.0,1,1,0,1,1,1,1,5,2,0,0,1,1,1,0
2425,1,21.0,1,1,0,1,1,1,0,3,3,1,0,0,1,0,0
2426,0,22.0,0,0,1,0,1,0,1,3,3,0,1,1,0,1,0
2428,0,26.0,1,1,0,1,0,0,1,4,2,0,0,1,0,0,0
2429,1,19.0,1,0,1,0,1,0,0,5,4,1,0,0,1,1,1
2430,0,24.0,1,0,1,0,1,0,1,4,3,0,1,1,1,1,0
2431,0,23.0,1,0,1,0,1,0,0,3,2,0,1,1,1,1,1
2434,1,21.0,1,1,0,1,1,1,0,5,3,0,0,1,1,0,1
2435,1,21.0,1,0,1,1,0,0,0,5,3,1,1,0,1,1,0
2436,0,25.0,1,1,0,0,0,0,0,6,2,0,1,1,1,1,1
2437,0,24.0,1,1,0,1,1,1,0,4,4,1,1,1,0,1,0
2438,0,26.0,1,1,0,1,1,1,1,4,4,0,0,1,0,0,0
2440,0,26.0,1,1,0,0,1,1,0,5,2,1,0,1,0,0,0
2441,0,22.0,1,0,0,1,1,0,0,4,2,0,0,1,0,1,0
2442,0,23.0,1,1,0,1,1,0,0,4,3,1,1,0,0,1,1
2443,0,21.0,1,0,1,0,1,0,0,4,3,0,1,1,0,0,0
2444,0,24.0,1,1,0,0,1,1,1,6,4,1,0,0,1,1,0
2445,0,23.0,1,0,1,0,1,0,0,3,4,1,1,1,1,1,1
2446,0,24.0,1,0,0,1,1,0,1,3,4,0,0,0,0,0,1
2448,1,21.0,1,1,0,1,0,1,1,4,3,0,0,1,1,1,0
2450,0,22.0,1,0,0,1,1,0,1,3,3,0,0,0,1,1,0
2452,0,21.0,1,0,1,1,0,0,1,5,3,1,0,0,0,1,0
2453,1,23.0,1,0,0,1,1,0,1,3,3,1,1,1,1,1,1
2456,1,18.0,1,0,0,0,1,0,1,6,4,1,0,0,1,1,0
2458,0,24.0,1,1,0,1,1,1,1,4,4,0,0,1,1,1,1
2460,0,26.0,1,1,0,0,1,1,0,5,3,0,1,0,1,0,0
2461,0,22.0,1,0,1,0,0,0,1,6,3,1,0,1,0,1,0
2462,0,23.0,1,0,0,0,0,0,0,5,2,0,0,0,0,1,1
2463,0,26.0,1,1,0,0,1,0,1,4,2,0,1,0,1,0,1
2465,1,26.0,1,0,0,0,1,0,1,4,2,0,1,1,0,1,0
2466,0,25.0,1,1,0,0,1,0,0,5,3,1,0,1,1,0,1
